hangGlider_4,15561,149532,192595672,191342279,1.000000,5.664288,1.866560,0.042880,16.585279
hangGlider_4,15561,149532,192595672,191342279,1.000000,5.783424,1.798272,0.109120,16.157791
a0nsdsil,80016,355034,201495078,175955042,1.000000,3.229248,1.669120,0.065536,19.960960
a2nnsnsl,80016,347222,183800248,158275840,1.000000,3.196224,1.528800,21.008385,18.482656
a5esindl,60008,255004,175890032,175505062,1.000000,3.905728,1.692224,0.058432,15.614848
af_shell10,1508065,52672325,1840916875,142742975,12.000000,17.473280,1.399584,3.843616,21.356447
bbmat,38744,1771722,140269686,13890146,10.000000,2.519328,1.471296,1.726688,1.953536
bcsstk30,28924,2043492,173481412,8946070,19.000000,1.392864,0.197504,0.992160,2.309248
bcsstk36,23052,1143140,60130948,3634868,16.000000,0.900384,0.142400,0.348800,0.793792
bundle1,10581,770901,474329871,24072923,19.000000,1.547104,0.319456,8.843808,6.205728
c-43,11125,123675,60015151,10157553,5.000000,2.252928,1.607328,5.053440,2.015744
cant,62451,4007383,269486473,17440029,15.000000,1.946016,0.270144,1.286528,3.343296
Chebyshev4,68121,5377761,428283025,18844281,22.000000,13.458368,0.309056,4.721440,5.732928
conf5_4-8x8-05,49152,1916928,74760192,10764288,6.000000,1.250144,0.213376,0.540608,1.216384
consph,83334,6010480,463845030,26539736,17.000000,3.100896,0.371712,1.993600,5.348704
cop20k_A,121192,2624331,79883385,18705069,4.000000,2.396064,0.297344,1.112832,1.459488
crplat2,18010,960946,52290238,2722222,19.000000,0.723584,0.136256,0.221184,0.667840
fem_filter,74062,1731206,366086732,8424292,43.000000,2.452448,0.193216,1.078592,4.765792
g3rmt3m3,5357,207695,8319359,545441,15.000000,0.387968,0.120896,0.137344,0.141120
Ga10As10H30,113081,6115633,1098110645,75156365,14.000000,7.131520,0.810624,16.214785,20.537567
Goodwin_071,56021,1797934,71386226,8254237,8.000000,1.054336,0.197408,0.516128,1.085152
Goodwin_095,100037,3226066,128655740,14903525,8.000000,1.763776,0.254496,0.801312,1.895328
gupta3,16783,9323427,30715971817,270864545,113.000000,23.936672,2.516992,0.584672,517.175232
hangGlider_3,10260,92703,83899119,83182632,1.000000,3.864672,0.838624,0.080032,4.962464
hangGlider_4,15561,149532,192595672,191342279,1.000000,5.742816,2.650656,0.096480,17.015360
hangGlider_5,16011,155246,203882914,202569269,1.000000,5.043584,1.878720,0.090464,16.702208
human_gene2,14340,18068388,49883051738,163153048,305.000000,114.504898,1.613216,1.198016,1175.104126
