oilpan,73752,3597188,188872264,11609864,16.000000,0.000000,4.775296,41.447895,3.502754
olafu,16146,1015156,66312812,3388252,19.000000,0.000000,2.070240,11.679134,0.843731
opt1,15449,1930655,269171047,8224575,32.000000,0.000000,6.197024,22.153530,1.220707
pdb1HYS,36417,4344765,555322659,19594581,28.000000,0.000000,11.443776,49.860813,2.669201
pkustk07,16860,2418804,410021730,13944528,29.000000,0.000000,10.039136,27.745335,2.797924
pkustk12,94653,7512317,2680479077,474804911,5.000000,0.000000,247.260707,86.332722,10.174728
pkustk14,151926,14836504,1777485814,72584244,24.000000,0.000000,38.503360,170.369869,18.882687
PR02R,161070,8185136,471911391,30969453,15.000000,0.000000,11.908032,94.285885,11.740566
pwtk,217918,11634424,626054402,32772236,19.000000,0.000000,12.884192,133.976711,10.516888
qa8fk,66127,1660579,42857197,7351189,5.000000,0.000000,2.297632,19.256077,4.515984
qa8fm,66127,1660579,42857197,7351189,5.000000,0.000000,2.282016,19.256077,4.515984
raefsky3,21200,1488768,105397248,4053376,26.000000,0.000000,2.547936,17.118473,0.972965
rajat16,94294,641159,904719545,891678715,1.000000,0.000000,76.915264,7.697189,3.515118
rajat17,94294,641159,904719545,891678715,1.000000,0.000000,206.518880,7.697189,3.515118
rajat18,94294,485143,881220051,878610938,1.000000,0.000000,71.617695,5.911728,3.132267
rajat20,86916,605045,906009109,893444162,1.000000,0.000000,71.298561,7.255753,3.274261
rajat25,87190,607235,910717165,898546696,1.000000,0.000000,70.737344,7.281860,3.283443
rajat28,87190,607235,910717165,898546696,1.000000,0.000000,71.633151,7.281860,3.283443
rim,22560,1014951,48495211,4123936,11.000000,0.000000,2.066784,11.701256,1.041473
rma10,46835,2374001,156480259,7900917,19.000000,0.000000,4.266144,27.346951,2.538288
s3dkq4m2,90449,4820891,258143357,13282553,19.000000,0.000000,5.604224,55.515759,4.257259
s3rmq4m1,5489,281111,14662217,755453,19.000000,0.000000,0.902176,3.238003,0.256268
scircuit,170998,958936,8676313,5222525,1.000000,0.000000,2.669760,11.626461,5.914200
ship_001,34920,4644230,724065786,25600538,28.000000,0.000000,15.879648,53.282207,3.884335
shipsec1,140874,7813404,450639288,24086412,18.000000,0.000000,10.604896,89.954708,11.433567
SiO2,155331,11283503,14261280271,104839083,136.000000,0.000000,1074.217943,129.721989,41.425762
smt,25710,3753184,605945948,19444560,31.000000,0.000000,13.122944,43.049862,3.007191
ted_AB,10605,522387,30059308,2801762,10.000000,0.000000,1.766496,6.018703,0.485680
ted_AB_unscaled,10605,522387,30059308,2801762,10.000000,0.000000,1.757600,6.018703,0.485680
ted_A,10605,424587,18015573,2060816,8.000000,0.000000,1.372608,4.899471,0.341347
ted_A_unscaled,10605,424587,18015573,2060816,8.000000,0.000000,1.384480,4.899471,0.341347
thread,29736,4470048,738161100,24678162,29.000000,0.000000,16.070944,51.269077,3.670708
torso1,116158,8516500,7598748124,19600778,387.000000,0.000000,539.804803,97.906719,6.278271
trdheim,22098,1935324,192650184,6746796,28.000000,0.000000,4.179424,22.232327,1.332760
TSOPF_FS_b300_c1,29214,4400122,14023656792,212471856,66.000000,0.000000,268.062335,50.466846,2.474113
TSOPF_FS_b300_c2,56814,8767466,53947137470,805683050,66.000000,0.000000,925.153793,100.552418,4.825657
TSOPF_FS_b300,29214,4400122,14023656792,212471856,66.000000,0.000000,259.687237,50.466846,2.474113
tsyl201,20685,2454957,308227437,8321013,37.000000,0.000000,6.079840,28.173664,2.405266
tube1,21498,897056,38022972,2508776,15.000000,0.000000,1.444640,10.348003,1.034527
webbase-1M,1000005,3105536,69524195,51111996,1.000000,0.000000,50.173694,39.354759,30.582600
x104,108384,10167624,1046272464,38701728,27.000000,0.000000,20.580801,116.772678,9.021587
