hangGlider_3,10260,92703,83899119,83182632,1.000000,3.887456,0.846656,0.081088,4.980992
hangGlider_4,15561,149532,192595672,191342279,1.000000,5.721312,1.783040,0.088864,16.150911
hangGlider_5,16011,155246,203882914,202569269,1.000000,5.160768,1.895616,0.089568,16.885824
human_gene2,14340,18068388,49883051738,163153048,305.000000,114.324448,1.560672,1.179232,1177.755005
imagesensor,118758,1893170,31822288,8200948,3.000000,1.691488,0.192832,0.313408,0.567968
Kuu,7102,340200,19123888,1562636,12.000000,0.615808,0.120864,0.197792,0.293376
lowThrust_5,16262,198369,82386863,40638712,2.000000,2.208576,0.472992,0.168512,4.007584
lowThrust_9,18044,219589,101126303,49951688,2.000000,1.734144,0.563904,0.167232,5.003360
mac_econ_fwd500,206500,1273389,7556897,6704899,1.000000,1.312928,0.181568,0.375808,0.338112
mc2depi,525825,2100225,8391680,5245952,1.000000,1.859424,0.177024,0.171424,0.259232
m_t1,97578,9753570,1054513134,36533142,28.000000,4.863296,0.473792,3.251648,11.270144
mult_dcop_01,25187,193276,520494489,518559249,1.000000,7.382272,4.954528,0.173728,25.473824
mult_dcop_02,25187,193276,520494489,518559249,1.000000,5.928608,4.655584,0.167680,24.859264
mult_dcop_03,25187,193216,520493919,518559199,1.000000,5.684128,4.606208,0.168256,24.626207
nasasrb,54870,2677324,134630198,8334386,16.000000,1.346080,0.184224,0.574432,1.773280
nd6k,18000,6897316,2786075040,42198384,66.000000,5.158112,0.501344,17.740768,30.116352
nemeth01,9506,725054,56394380,1721872,32.000000,0.495136,0.131584,0.176448,0.723680
nemeth12,9506,446818,21402666,977388,21.000000,0.458784,0.122080,0.108480,0.279776
nemeth13,9506,474472,24150738,1063110,22.000000,0.403040,0.139104,0.114592,0.313312
nemeth14,9506,496144,26300314,1108442,23.000000,0.413440,0.125632,0.115488,0.332448
nemeth15,9506,539802,30999732,1210692,25.000000,0.433600,0.128224,0.144992,0.416224
nemeth16,9506,587012,36508092,1289574,28.000000,0.446400,0.127584,0.152160,0.506368
nemeth17,9506,629620,42022124,1362638,30.000000,0.457600,0.132384,0.152256,0.581920
nemeth18,9506,695234,51149746,1465122,34.000000,0.476416,0.142656,0.152960,0.674240
nemeth19,9506,818302,70982630,1784266,39.000000,0.518400,0.141472,0.181760,0.814272
nemeth20,9506,971870,100534354,2172140,46.000000,0.574592,0.136032,0.198944,1.099360
net125,36720,2577200,343881780,175086502,1.000000,3.998080,1.691392,0.936192,28.629280
net150,43520,3121200,467208280,238012852,1.000000,4.538752,2.202240,1.106080,47.598049
oilpan,73752,3597188,188872264,11609864,16.000000,1.705184,0.215968,0.592224,2.265440
olafu,16146,1015156,66312812,3388252,19.000000,0.735392,0.147040,0.316544,0.869792
opt1,15449,1930655,269171047,8224575,32.000000,1.490976,0.181664,1.312320,3.147040
pdb1HYS,36417,4344765,555322659,19594581,28.000000,2.447040,0.288288,2.508576,6.178912
pkustk07,16860,2418804,410021730,13944528,29.000000,2.110688,0.228000,2.600032,5.122848
pkustk12,94653,7512317,2680479077,474804911,5.000000,9.058687,4.287904,19.250879,214.252228
pkustk14,151926,14836504,1777485814,72584244,24.000000,10.473568,1.080032,8.895136,20.690975
PR02R,161070,8185136,471911391,30969453,15.000000,3.572864,0.408768,1.841440,6.067072
pwtk,217918,11634424,626054402,32772236,19.000000,4.042592,0.442400,1.571488,6.836576
qa8fk,66127,1660579,42857197,7351189,5.000000,1.213376,0.207520,0.293056,0.599744
qa8fm,66127,1660579,42857197,7351189,5.000000,1.195040,0.193024,0.291360,0.599168
raefsky3,21200,1488768,105397248,4053376,26.000000,0.909664,0.145280,0.271616,1.206400
rajat16,94294,641159,904719545,891678715,1.000000,11.002752,7.925376,4.276800,54.057953
rajat17,94294,641159,904719545,891678715,1.000000,10.268704,7.984224,4.174592,53.915810
rajat18,94294,485143,881220051,878610938,1.000000,13.074208,11.414464,2.943936,62.524994
rajat20,86916,605045,906009109,893444162,1.000000,9.268641,7.959456,2.205216,51.616161
rajat25,87190,607235,910717165,898546696,1.000000,9.624960,7.967776,2.272992,51.946175
rajat28,87190,607235,910717165,898546696,1.000000,8.833792,8.013120,2.184512,52.325314
rim,22560,1014951,48495211,4123936,11.000000,0.792800,0.147488,0.375712,0.759456
rma10,46835,2374001,156480259,7900917,19.000000,1.550176,1.143392,0.640928,1.912256
s3dkq4m2,90449,4820891,258143357,13282553,19.000000,1.933120,0.235072,0.615200,2.840928
s3rmq4m1,5489,281111,14662217,755453,19.000000,0.397728,0.120416,0.123136,0.234912
scircuit,170998,958936,8676313,5222525,1.000000,1.333888,0.184992,0.671968,0.481472
ship_001,34920,4644230,724065786,25600538,28.000000,3.144192,0.345728,4.031264,8.320288
shipsec1,140874,7813404,450639288,24086412,18.000000,3.755328,0.344032,1.229376,5.262272
SiO2,155331,11283503,14261280271,104839083,136.000000,32.220127,1.066720,13.762048,1028.250244
smt,25710,3753184,605945948,19444560,31.000000,2.740640,0.290048,3.238272,6.889952
ted_AB,10605,522387,30059308,2801762,10.000000,0.663712,0.143456,0.406080,0.550432
ted_AB_unscaled,10605,522387,30059308,2801762,10.000000,0.662112,0.136864,0.403808,0.574080
ted_A,10605,424587,18015573,2060816,8.000000,0.596192,0.127328,0.273760,0.378368
ted_A_unscaled,10605,424587,18015573,2060816,8.000000,0.616544,0.129152,0.278144,0.373248
thread,29736,4470048,738161100,24678162,29.000000,3.151008,0.370752,4.268416,8.322848
torso1,116158,8516500,7598748124,19600778,387.000000,11.443744,0.304000,5.731008,522.553650
trdheim,22098,1935324,192650184,6746796,28.000000,1.238016,0.166208,0.644832,2.129088
TSOPF_FS_b300_c1,29214,4400122,14023656792,212471856,66.000000,10.259648,1.961120,0.625920,255.948837
TSOPF_FS_b300_c2,56814,8767466,53947137470,805683050,66.000000,45.766590,7.236160,0.984160,870.866028
TSOPF_FS_b300,29214,4400122,14023656792,212471856,66.000000,10.233568,1.982048,0.629408,254.902374
tsyl201,20685,2454957,308227437,8321013,37.000000,1.809856,0.189568,0.785216,3.239680
tube1,21498,897056,38022972,2508776,15.000000,0.664640,0.129248,0.163360,0.462080
webbase-1M,1000005,3105536,69524195,51111996,1.000000,6.678784,0.608064,11.152160,31.890944
x104,108384,10167624,1046272464,38701728,27.000000,5.076032,0.485056,3.559744,11.381248
a0nsdsil,80016,355034,201495078,175955042,1.000000,3.232672,1.662784,0.065408,21.057407
a2nnsnsl,80016,347222,183800248,158275840,1.000000,3.192128,1.538656,21.010271,18.494593
a5esindl,60008,255004,175890032,175505062,1.000000,3.789056,1.675872,0.056864,13.906208
af_shell10,1508065,52672325,1840916875,142742975,12.000000,17.461536,1.419520,3.847680,21.383167
bbmat,38744,1771722,96381493,11551062,8.000000,1.187136,0.214624,1.411392,1.488608
bcsstk30,28924,2043492,173481412,8946070,19.000000,1.413024,0.197472,0.998688,2.308224
bcsstk36,23052,1143140,60130948,3634868,16.000000,0.902880,0.139264,0.346560,0.781280
bundle1,10581,770901,474329871,24072923,19.000000,1.561216,0.311360,8.928064,6.335424
c-43,11125,123675,60015151,10157553,5.000000,2.220704,1.633728,5.027872,2.010912
cant,62451,4007383,269486473,17440029,15.000000,1.928768,0.265184,1.287744,3.343232
Chebyshev4,68121,5377761,277056025,18870336,14.000000,11.263936,0.292960,4.069152,13.518176
conf5_4-8x8-05,49152,1916928,74760192,10911744,6.000000,1.246784,0.210912,0.551712,1.217856
consph,83334,6010480,463845030,26539736,17.000000,3.099200,0.383200,2.010080,5.376000
cop20k_A,121192,2624331,79883385,18705069,4.000000,2.386016,0.313824,1.111776,1.458528
crplat2,18010,960946,52290238,2722222,19.000000,0.708928,0.140480,0.225984,0.645920
fem_filter,74062,1731206,366086732,8424292,43.000000,2.416992,0.189440,1.083744,4.760928
g3rmt3m3,5357,207695,8319359,545441,15.000000,0.387264,1.963968,0.139456,0.147584
Ga10As10H30,113081,6115633,1098110645,75156365,14.000000,7.078720,0.811488,16.217600,21.623104
Goodwin_071,56021,1797934,71495155,8303428,8.000000,1.057440,0.189696,0.468800,1.093760
Goodwin_095,100037,3226066,128790421,14969716,8.000000,1.753632,0.250272,0.764896,1.907520
gupta3,16783,9323427,30715971817,270864545,113.000000,23.759104,2.503296,0.584768,543.028442
hangGlider_3,10260,92703,83899119,83182632,1.000000,3.937536,0.844960,0.080032,4.983840
hangGlider_4,15561,149532,192595672,191342279,1.000000,5.781504,1.788576,0.088896,16.288383
hangGlider_5,16011,155246,203882914,202569269,1.000000,5.199072,1.899712,0.090048,16.188543
human_gene2,14340,18068388,49883051738,163153048,305.000000,114.243965,1.571904,1.165632,1179.192627
imagesensor,118758,1893170,31822288,8200948,3.000000,1.695840,0.193664,0.313952,0.569280
Kuu,7102,340200,19123888,1562636,12.000000,0.608608,0.124672,0.203072,0.307072
lowThrust_5,16262,198369,82386863,40638712,2.000000,2.220064,0.482368,0.164608,4.091904
lowThrust_9,18044,219589,101126303,49951688,2.000000,1.724512,0.556320,0.167520,5.026592
mac_econ_fwd500,206500,1273389,7556897,6704899,1.000000,1.331616,0.185056,0.376288,0.342496
mc2depi,525825,2100225,8391680,5245952,1.000000,1.816864,0.179872,0.171232,0.263008
m_t1,97578,9753570,1054513134,36533142,28.000000,4.782976,0.471776,3.261600,11.274816
mult_dcop_01,25187,193276,520494489,518559249,1.000000,7.621024,5.763968,0.173184,25.511969
mult_dcop_02,25187,193276,520494489,518559249,1.000000,6.035584,4.655296,0.167264,24.654400
mult_dcop_03,25187,193216,520493919,518559199,1.000000,5.737760,4.661088,0.169312,24.672768
nasasrb,54870,2677324,134630198,8334386,16.000000,1.350688,0.191584,0.577280,1.785248
nd6k,18000,6897316,2786075040,42198384,66.000000,5.208640,0.499200,17.724895,30.231359
nemeth01,9506,725054,56394380,1721872,32.000000,0.498752,0.133888,0.176800,0.713888
nemeth12,9506,446818,21402666,977388,21.000000,0.461696,0.117856,0.107648,0.287488
nemeth13,9506,474472,24150738,1063110,22.000000,0.404000,0.133888,0.114816,0.311104
nemeth14,9506,496144,26300314,1108442,23.000000,0.409152,0.132064,0.115584,0.330496
nemeth15,9506,539802,30999732,1210692,25.000000,0.432160,0.128640,0.145536,0.413216
nemeth16,9506,587012,36508092,1289574,28.000000,0.440928,0.128960,0.152864,0.499744
nemeth17,9506,629620,42022124,1362638,30.000000,0.456192,0.128736,0.152224,0.587648
nemeth18,9506,695234,51149746,1465122,34.000000,0.490304,0.135584,0.154464,0.671392
nemeth19,9506,818302,70982630,1784266,39.000000,0.514816,0.134368,0.180000,0.822080
nemeth20,9506,971870,100534354,2172140,46.000000,0.573216,0.137088,0.200544,1.107552
net125,36720,2577200,343881780,175086502,1.000000,4.011168,1.662080,0.937824,28.634369
net150,43520,3121200,467208280,238012852,1.000000,4.560512,2.227456,1.102112,47.687233
oilpan,73752,3597188,188872264,11609864,16.000000,1.692928,0.216768,0.593632,2.271968
olafu,16146,1015156,66312812,3388252,19.000000,0.726592,0.136032,0.316416,0.891200
opt1,15449,1930655,269171047,8224575,32.000000,1.508320,0.179488,1.329440,3.179776
pdb1HYS,36417,4344765,555322659,19594581,28.000000,2.433344,0.283840,2.507008,6.219584
pkustk07,16860,2418804,410021730,13944528,29.000000,2.094016,0.229152,2.592640,5.123328
pkustk12,94653,7512317,2680479077,474804911,5.000000,9.152096,4.340768,19.214239,214.553604
pkustk14,151926,14836504,1777485814,72584244,24.000000,8.252640,0.780896,8.860352,20.609472
PR02R,161070,8185136,471911391,30969453,15.000000,3.579456,0.423104,1.841632,6.063840
pwtk,217918,11634424,626054402,32772236,19.000000,4.034464,0.434144,1.587840,6.827744
qa8fk,66127,1660579,42857197,7351189,5.000000,1.198528,0.197824,0.293536,0.607744
qa8fm,66127,1660579,42857197,7351189,5.000000,1.199904,0.187232,0.292960,0.601920
raefsky3,21200,1488768,105397248,4053376,26.000000,0.914176,0.145504,0.272992,1.215264
rajat16,94294,641159,904719545,891678715,1.000000,10.807232,7.918880,4.256000,53.933151
rajat17,94294,641159,904719545,891678715,1.000000,10.607744,7.938176,4.179808,183.793152
rajat18,94294,485143,881220051,878610938,1.000000,11.315519,7.811648,2.916160,49.574368
rajat20,86916,605045,906009109,893444162,1.000000,9.452672,7.967136,2.257888,51.620865
rajat25,87190,607235,910717165,898546696,1.000000,8.672319,7.947520,2.230560,51.886944
rajat28,87190,607235,910717165,898546696,1.000000,9.417889,8.016512,2.244672,51.954079
rim,22560,1014951,48495211,4123936,11.000000,0.791264,0.144448,0.376160,0.754912
rma10,46835,2374001,156480259,7900917,19.000000,1.529920,0.185152,0.645248,1.905824
s3dkq4m2,90449,4820891,258143357,13282553,19.000000,1.928224,0.234880,0.612768,2.828352
s3rmq4m1,5489,281111,14662217,755453,19.000000,0.402336,0.141568,0.124736,0.233536
scircuit,170998,958936,8676313,5222525,1.000000,1.347424,0.177632,0.667392,0.477312
ship_001,34920,4644230,724065786,25600538,28.000000,3.126816,0.350784,4.054752,8.347296
shipsec1,140874,7813404,450639288,24086412,18.000000,3.746944,0.366272,1.230432,5.261248
SiO2,155331,11283503,14261280271,104839083,136.000000,31.891296,1.074432,13.786272,1027.465942
smt,25710,3753184,605945948,19444560,31.000000,2.748160,0.277920,3.213984,6.882880
ted_AB,10605,522387,30059308,2801762,10.000000,0.659904,0.139648,0.403680,0.563264
ted_AB_unscaled,10605,522387,30059308,2801762,10.000000,0.660800,0.140832,0.404992,0.550976
ted_A,10605,424587,18015573,2060816,8.000000,0.594272,0.126560,0.278912,0.372864
ted_A_unscaled,10605,424587,18015573,2060816,8.000000,0.596832,0.125120,0.279136,0.383392
thread,29736,4470048,738161100,24678162,29.000000,3.133152,0.334496,4.264320,8.338976
torso1,116158,8516500,7598748124,19600778,387.000000,11.544480,0.321376,5.709760,522.229187
trdheim,22098,1935324,192650184,6746796,28.000000,1.241088,0.165472,0.643872,2.128992
TSOPF_FS_b300_c1,29214,4400122,14023656792,212471856,66.000000,10.099584,1.977376,0.625664,255.359711
TSOPF_FS_b300_c2,56814,8767466,53947137470,805683050,66.000000,45.851234,7.178976,0.973376,871.150208
TSOPF_FS_b300,29214,4400122,14023656792,212471856,66.000000,10.173536,3.212736,0.624512,245.676453
tsyl201,20685,2454957,308227437,8321013,37.000000,1.821760,0.188000,0.781056,3.289024
tube1,21498,897056,38022972,2508776,15.000000,0.684704,0.131424,0.162464,0.466048
webbase-1M,1000005,3105536,69524195,51111996,1.000000,6.340576,0.625984,11.202080,32.005054
x104,108384,10167624,1046272464,38701728,27.000000,5.189504,0.478720,3.541824,11.370752
